"id","القرية","العزلة","المديرية","المحافظة"
15101,"المصينعــه","الشويفة","خدير","تعز"
15102,"سلاعف","الشويفة","خدير","تعز"
15103,"صومة","الشويفة","خدير","تعز"
15104,"عزاف","الشويفة","خدير","تعز"
15105,"عفنان","الشويفة","خدير","تعز"
15106,"مارة","الشويفة","خدير","تعز"
15107,"مضيض","الشويفة","خدير","تعز"
15108,"نجد الركيب","الشويفة","خدير","تعز"
15109,"اساه","خدير البدو","خدير","تعز"
15110,"الجـــؤة","خدير البدو","خدير","تعز"
15111,"الدحداح","خدير البدو","خدير","تعز"
15112,"الدهنة","خدير البدو","خدير","تعز"
15113,"الديم","خدير البدو","خدير","تعز"
15114,"الراهدة","خدير البدو","خدير","تعز"
15115,"الرحيبه","خدير البدو","خدير","تعز"
15116,"الريدة","خدير البدو","خدير","تعز"
15117,"السحي","خدير البدو","خدير","تعز"
15118,"العقيق","خدير البدو","خدير","تعز"
15119,"الغدير","خدير البدو","خدير","تعز"
15120,"الكسيبة","خدير البدو","خدير","تعز"
15121,"المطلوح","خدير البدو","خدير","تعز"
15122,"المليساء","خدير البدو","خدير","تعز"
15123,"النمرين","خدير البدو","خدير","تعز"
15124,"بني علاو","خدير البدو","خدير","تعز"
15125,"سجيرية عليا","خدير البدو","خدير","تعز"
15126,"سجيريه سفلى","خدير البدو","خدير","تعز"
15127,"شطيفة سفلي","خدير البدو","خدير","تعز"
15128,"شطيفة عليا","خدير البدو","خدير","تعز"
15129,"ضبوان اسفل","خدير البدو","خدير","تعز"
15130,"ضبوان اعلى","خدير البدو","خدير","تعز"
15131,"قيسة","خدير البدو","خدير","تعز"
15132,"محول البدو","خدير البدو","خدير","تعز"
15133,"مقشاش","خدير البدو","خدير","تعز"
15134,"الاعهوم","خدير السلمى","خدير","تعز"
15135,"الاكام","خدير السلمى","خدير","تعز"
15136,"الاهجور","خدير السلمى","خدير","تعز"
15137,"الجرينة","خدير السلمى","خدير","تعز"
15138,"الجهدان","خدير السلمى","خدير","تعز"
15139,"الحقيباء","خدير السلمى","خدير","تعز"
15140,"الحلية","خدير السلمى","خدير","تعز"
15141,"الخزيعة","خدير السلمى","خدير","تعز"
15142,"الدمنة","خدير السلمى","خدير","تعز"
15143,"الدهادهة","خدير السلمى","خدير","تعز"
15144,"السدرة","خدير السلمى","خدير","تعز"
15145,"الشعبة","خدير السلمى","خدير","تعز"
15146,"الشيخين","خدير السلمى","خدير","تعز"
15147,"الصحصاح","خدير السلمى","خدير","تعز"
15148,"الصرام","خدير السلمى","خدير","تعز"
15149,"الصرفة","خدير السلمى","خدير","تعز"
15150,"الطج","خدير السلمى","خدير","تعز"
15151,"الطمنه","خدير السلمى","خدير","تعز"
15152,"العزيبة","خدير السلمى","خدير","تعز"
15153,"القبه و كواكبـه","خدير السلمى","خدير","تعز"
15154,"المالح","خدير السلمى","خدير","تعز"
15155,"المحل","خدير السلمى","خدير","تعز"
15156,"الممضاض","خدير السلمى","خدير","تعز"
15157,"الناصرية","خدير السلمى","خدير","تعز"
15158,"تجمـع بدو رحل","خدير السلمى","خدير","تعز"
15159,"جبل الظهر","خدير السلمى","خدير","تعز"
15160,"جبل حميد","خدير السلمى","خدير","تعز"
15161,"حبيل الديوان","خدير السلمى","خدير","تعز"
15162,"حلحلة","خدير السلمى","خدير","تعز"
15163,"حلق","خدير السلمى","خدير","تعز"
15164,"حنوب","خدير السلمى","خدير","تعز"
15165,"خرابة شقير","خدير السلمى","خدير","تعز"
15166,"ربوة غراس","خدير السلمى","خدير","تعز"
15167,"رحبان","خدير السلمى","خدير","تعز"
15168,"سعدة","خدير السلمى","خدير","تعز"
15169,"شعب لنوريين","خدير السلمى","خدير","تعز"
15170,"شعبة شقير","خدير السلمى","خدير","تعز"
15171,"عليسه","خدير السلمى","خدير","تعز"
15172,"غراب","خدير السلمى","خدير","تعز"
15173,"قضاة واعيان","خدير السلمى","خدير","تعز"
15174,"كارع","خدير السلمى","خدير","تعز"
15175,"محول اسفل","خدير السلمى","خدير","تعز"
15176,"محول اعلى","خدير السلمى","خدير","تعز"
15177,"مصور","خدير السلمى","خدير","تعز"
15178,"مكيد فان","خدير السلمى","خدير","تعز"
15179,"همادنة","خدير السلمى","خدير","تعز"
15180,"همدان","خدير السلمى","خدير","تعز"
15181,"وادى الاكمه","خدير السلمى","خدير","تعز"
15182,"وادي الحسين","خدير السلمى","خدير","تعز"
15183,"واقص","خدير السلمى","خدير","تعز"
15184,"الاكيمة","سامع","سامع","تعز"
15185,"البراح","سامع","سامع","تعز"
15186,"البلس","سامع","سامع","تعز"
15187,"الثجاع","سامع","سامع","تعز"
15188,"الجبة","سامع","سامع","تعز"
15189,"الخرائب","سامع","سامع","تعز"
15190,"الخضراء","سامع","سامع","تعز"
15191,"الخنف","سامع","سامع","تعز"
15192,"الرهيوه","سامع","سامع","تعز"
15193,"السلف","سامع","سامع","تعز"
15194,"الضياء","سامع","سامع","تعز"
15195,"القتب","سامع","سامع","تعز"
15196,"المحيريب","سامع","سامع","تعز"
15197,"المذابه","سامع","سامع","تعز"
15198,"المياسين","سامع","سامع","تعز"
15199,"النجيد","سامع","سامع","تعز"
15200,"الواسطة","سامع","سامع","تعز"
15201,"بكيان","سامع","سامع","تعز"
15202,"بني تميم","سامع","سامع","تعز"
15203,"حرور","سامع","سامع","تعز"
15204,"حفرات","سامع","سامع","تعز"
15205,"حمان","سامع","سامع","تعز"
15206,"حورة","سامع","سامع","تعز"
15207,"حورة مركز المديرية","سامع","سامع","تعز"
15208,"دمنة سامع","سامع","سامع","تعز"
15209,"ذي قاطش","سامع","سامع","تعز"
15210,"سربيت اسفل","سامع","سامع","تعز"
15211,"سربيت اعلى","سامع","سامع","تعز"
15212,"عارضة شريع","سامع","سامع","تعز"
15213,"عراجيش","سامع","سامع","تعز"
15214,"عضان","سامع","سامع","تعز"
15215,"قعان","سامع","سامع","تعز"
15216,"مشرفة","سامع","سامع","تعز"
15217,"موقعه","سامع","سامع","تعز"
15218,"نهمان","سامع","سامع","تعز"
15219,"الجراف","الاجشوب","شرعب الرونه","تعز"
15220,"الحده","الاجشوب","شرعب الرونه","تعز"
15221,"النزيهاء","الاجشوب","شرعب الرونه","تعز"
15222,"بدو رحل","الاجشوب","شرعب الرونه","تعز"
15223,"دارالحضير","الاجشوب","شرعب الرونه","تعز"
15224,"دهن","الاجشوب","شرعب الرونه","تعز"
15225,"العزله","الاحطوب","شرعب الرونه","تعز"
15226,"المودقة","الاحطوب","شرعب الرونه","تعز"
15227,"جبل بني علي","الاحطوب","شرعب الرونه","تعز"
15228,"الجرف","الاسد","شرعب الرونه","تعز"
15229,"الشراعب","الاسد","شرعب الرونه","تعز"
15230,"الصيرة","الاسد","شرعب الرونه","تعز"
15231,"الفراعه","الاسد","شرعب الرونه","تعز"
15232,"المهجام","الاسد","شرعب الرونه","تعز"
15233,"الموهن","الاسد","شرعب الرونه","تعز"
15234,"الوطاء","الاسد","شرعب الرونه","تعز"
15235,"الوعيره","الاسد","شرعب الرونه","تعز"
15236,"الرمانه","الحسيه","شرعب الرونه","تعز"
15237,"المغيلقة","الحسيه","شرعب الرونه","تعز"
15238,"حسية الهياج","الحسيه","شرعب الرونه","تعز"
15239,"شعب","الحسيه","شرعب الرونه","تعز"
15240,"الشطين","الرعينه","شرعب الرونه","تعز"
15241,"الكديد","الرعينه","شرعب الرونه","تعز"
15242,"المخلوط","الرعينه","شرعب الرونه","تعز"
15243,"مورعه","الرعينه","شرعب الرونه","تعز"
15244,"الشقة","الزراري","شرعب الرونه","تعز"
15245,"القحاف","الزراري","شرعب الرونه","تعز"
15246,"جريس","الزراري","شرعب الرونه","تعز"
15247,"البهبهه","الزغارير","شرعب الرونه","تعز"
15248,"جمانه","الزغارير","شرعب الرونه","تعز"
15249,"جوعه","الزغارير","شرعب الرونه","تعز"
15250,"دوسعه","الزغارير","شرعب الرونه","تعز"
15251,"نجل","الزغارير","شرعب الرونه","تعز"
15252,"الخالدي","الملاوحة","شرعب الرونه","تعز"
15253,"الخوامس","الملاوحة","شرعب الرونه","تعز"
15254,"الراهدة","الملاوحة","شرعب الرونه","تعز"
15255,"العدارسة","الملاوحة","شرعب الرونه","تعز"
15256,"حسيد","الملاوحة","شرعب الرونه","تعز"
15257,"سوق الحريه","الملاوحة","شرعب الرونه","تعز"
15258,"الاميريخ","الهياجم","شرعب الرونه","تعز"
15259,"الجعاشيش","الهياجم","شرعب الرونه","تعز"
15260,"العنتري","الهياجم","شرعب الرونه","تعز"
15261,"الكبيبة","الهياجم","شرعب الرونه","تعز"
15262,"معقل","الهياجم","شرعب الرونه","تعز"
15263,"وادي السبل","الهياجم","شرعب الرونه","تعز"
15264,"وادي الماء اعلا","الهياجم","شرعب الرونه","تعز"
15265,"وادي الماء الاسفل","الهياجم","شرعب الرونه","تعز"
15266,"وادي جنات","الهياجم","شرعب الرونه","تعز"
15267,"وادي نخله","الهياجم","شرعب الرونه","تعز"
15268,"المراهيض","بني الحسام","شرعب الرونه","تعز"
15269,"بني مهلهل","بني الحسام","شرعب الرونه","تعز"
15270,"خرافي","بني الحسام","شرعب الرونه","تعز"
15271,"سعينه","بني الحسام","شرعب الرونه","تعز"
